text,text_cleaned,length,true_label,true_name,lr_pred,lr_conf,bilstm_pred,bilstm_conf,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate,lr_correct,bilstm_correct,phobert_correct
Ơ tưởng thầy chơi gay 😢,ơ_tưởng thầy chơi gay,4,0,CLEAN,2,0.9245,2,0.4514,2,0.9895,0.0063,0.0042,0.9895,False,False,False
Mất thằng K cái nhạc dở quoãi,mất thằng không cái nhạc dở_quoãi,6,0,CLEAN,2,0.7396,2,0.5861,2,0.9895,0.0048,0.0057,0.9895,False,False,False
cho nó tù đê,cho nó tù đê,4,0,CLEAN,1,0.8831,1,0.7783,1,0.9895,0.0031,0.9895,0.0074,False,False,False
Hot link em gái ngon ngọt nước cho ae nè,hot link em_gái ngon ngọt nước cho ae nè,9,1,OFFENSIVE,0,0.8536,0,0.7766,0,0.9895,0.9895,0.0081,0.0024,False,False,False
Ba nay mat dai khoe vang cuop chac hai cai tay no di an noi mat dai,ba nay mat_dai khoe vang cuop chac hai cai_tay no di_an noi mat dai,14,0,CLEAN,2,0.7993,2,0.4382,2,0.9895,0.0069,0.0036,0.9895,False,False,False
Phò người ta có làm gì bọn bây ko ? Hàng ngày có những đứa hiếp dâm cướp tiền bọn bây sao im lặng vậy.,phò người ta có làm gì bọn bây không hàng ngày có những đứa hiếp_dâm cướp tiền bọn bây_sao im_lặng vậy,21,0,CLEAN,2,0.8809,2,0.9629,2,0.9895,0.0063,0.0042,0.9895,False,False,False
best xạo lol ý,best xạo lol_ý,3,1,OFFENSIVE,2,0.5421,2,0.5254,2,0.9895,0.0043,0.0062,0.9895,False,False,False
Nguễn Trường vcl intro,nguễn trường vãi intro,4,1,OFFENSIVE,0,0.7045,0,0.5001,0,0.9894,0.9894,0.0081,0.0025,False,False,False
có học thức chỉ tiếc văn hoá quá kém ...ý thức thua cả một con chó,có học_thức chỉ tiếc_văn_hóa quá kém ý_thức thua cả một con chó,12,1,OFFENSIVE,2,0.8452,2,0.8359,2,0.9893,0.0042,0.0064,0.9893,False,False,False
"Chửi vô tội vạ mà đéo biết báo từ đời nào rồi,và chỉ phạt các doanh nghiệp mua điện nhưng lại k sử dụng để tránh lãng phí thôi chứ dân dùng bằng nào thu bằng đấy,toàn những con bò",chư i vô_tô i va_ma đe o biê tao ba o tư_đơ i na_o rô i va_chi pha tao ca c doanh_nghiê p mua điê_n nhưng la i không sư du_ng đê_tra nh la ng phi thôi chư dân du_ng bă ng na_o thu bă ng đâ_y toa_n như ng con bo,52,1,OFFENSIVE,2,0.9141,2,0.9233,2,0.9892,0.0072,0.0036,0.9892,False,False,False
Nghe như đấm vào tai,nghe như đấm vào tai,5,1,OFFENSIVE,1,0.8612,1,0.7396,0,0.9892,0.9892,0.0082,0.0025,True,True,False
Tặng hoa cho thèn bạn lol :))),tặng hoa cho thèn bạn lol,6,0,CLEAN,2,0.4995,1,0.7415,2,0.9892,0.0064,0.0044,0.9892,False,False,False
giong ca lozz trong lang fo,giong ca lozz trong lang_fo,5,1,OFFENSIVE,0,0.841,1,0.5685,2,0.9891,0.0059,0.0049,0.9891,False,True,False
Lại một vụ ăn chia đéo công bằng :))),lại một vụ ăn_chia đéo công_bằng,6,0,CLEAN,2,0.882,1,0.6623,1,0.9891,0.0071,0.9891,0.0038,False,False,False
Anh em cc,anh_em cc,2,1,OFFENSIVE,1,0.5435,1,0.6773,2,0.9891,0.0062,0.0047,0.9891,True,True,False
đ nhặt đc mồm với nỗi nhục của bạn này :v,đ nhặt được mồm với nỗi nhục của bạn này vậy,11,1,OFFENSIVE,1,0.6262,1,0.5598,2,0.9891,0.006,0.0048,0.9891,True,True,False
"Con này nó rảnh, nói gì kệ nó",con này nó rảnh nói gì kệ nó,8,0,CLEAN,2,0.9105,2,0.7869,2,0.9891,0.007,0.0039,0.9891,False,False,False
Tộc Trưởng Buồi To Như Lõi Giấy Vệ Sinh nghỉ lễ 2/9 vui vẻ,tộc trưởng buồi to như lõi giấy vệ_sinh nghỉ lễ 2 9 vui_vẻ,13,0,CLEAN,0,0.623,0,0.6049,2,0.9891,0.0068,0.0041,0.9891,True,True,False
giong ca lozz trong lang fo,giong ca lozz trong lang_fo,5,1,OFFENSIVE,0,0.841,1,0.5685,2,0.9891,0.0059,0.0049,0.9891,False,True,False
Tủnn Tủnn đú vcl =)),tủnn tủnn đú vãi,4,1,OFFENSIVE,1,0.9249,1,0.5843,2,0.989,0.0051,0.0059,0.989,True,True,False
Già đầu mà non quá :)))),già đầu mà non quá,5,0,CLEAN,2,0.8814,2,0.5933,2,0.989,0.0063,0.0047,0.989,False,False,False
Bố đéo rảnh tiếp chuyện vs acc clone,bố đéo rảnh tiếp_chuyện vs acc clone,7,1,OFFENSIVE,1,0.9193,1,0.7053,2,0.9889,0.0044,0.0067,0.9889,True,True,False
Đồ Uyển Đình Ngọc dcm=)) chai sting vô đầu nha,đồ uyển_đình ngọc dcm chai sting vô đầu nha,9,1,OFFENSIVE,2,0.7944,2,0.892,2,0.9889,0.0058,0.0053,0.9889,False,False,False
Chết mất :))),chết mất,2,0,CLEAN,1,0.6989,1,0.5401,1,0.9888,0.0066,0.9888,0.0047,False,False,False
Troi oi ba nay ..giau wua thi noi lam gi...thoi buoi gio .giau wua thi ke di ai dau an het cua cua no..ma dua len mang phe phan..mot thoi len voi xuong cho,troi oi ba nay giau wua thi noi_lam gi_thoi buoi giờ giau wua thi ke di_ai dau an_het cua cua no ma dua len mang phe phan_mot_thoi len voi xuong cho,31,0,CLEAN,0,0.7587,0,0.7263,2,0.9888,0.0071,0.004,0.9888,True,True,False
Co ba oi ke nguoi ta di con day ngheo lam doan loto kho lam sdt con que con ben tre 0347569004,co ba oi_ke nguoi ta di_con day ngheo lam_doan loto kho lam_sdt con que con ben tre 0347569004,18,0,CLEAN,2,0.6899,2,0.9361,2,0.9888,0.0072,0.004,0.9888,False,False,False
Gian hồ đài loan đầu sao mà kg lên tiến,gian hồ đài_loan đầu sao mà không lên tiến,9,0,CLEAN,0,0.9222,0,0.6119,2,0.9888,0.0078,0.0034,0.9888,True,True,False
Không ngờ các bác hàn quốc gian hơn e hàn sẻng .,không ngờ các bác hàn_quốc_gian hơn em hàn sẻng,9,0,CLEAN,0,0.8135,0,0.6887,2,0.9888,0.0078,0.0034,0.9888,True,True,False
"Hết ""cực kì thuyết phục"",giờ tới mấy con bò ""sống chậm"" :)",hết cực_kì thuyết_phục giờ tới mấy con bò sống chậm,10,0,CLEAN,0,0.6548,0,0.6573,2,0.9887,0.0074,0.004,0.9887,True,True,False
"Khổ, làm ăn bố láo bị tẩy chay thì có mấy thành phần bợ đít chạy theo: ""người Việt dùng hàng Việt là yêu nước"", ""DN Việt đóng ngàn tỷ tiền thuế bị dập"".",khổ làm_ăn bố_láo bị tẩy_chay thì có mấy thành_phần_bợ đít chạy theo người việt dùng hàng việt là yêu nước dn việt đóng ngàn tỷ tiền thuế bị dập,29,1,OFFENSIVE,2,0.758,2,0.8536,2,0.9887,0.0072,0.004,0.9887,False,False,False
Tu Kim Khoa im cmm đi🤫🤫,tu kim_khoa im_cmm đi,4,2,HATE,0,0.9222,0,0.8104,1,0.9886,0.005,0.9886,0.0064,False,False,False
Người j đâu mà chưởi người Việt NAM MÌNH trưởi người ta quá trời ĐÚNG LÀ BÃ CHƯA THẤY QUAN TÀI CHƯA ĐỔ LỆ,người gì đâu mà chưởi người việt_nam mình trưởi người ta quá trời đúng là bã chưa thấy quan_tài chưa đổ_lệ,21,2,HATE,0,0.9131,0,0.8073,0,0.9886,0.9886,0.0043,0.0071,False,False,False
Xao lon,xao lon,2,1,OFFENSIVE,2,0.678,1,0.472,2,0.9885,0.005,0.0066,0.9885,False,True,False
Idol. Viết vậy là chết con đĩ mẹ người ta rồi,idol viết vậy là chết con đĩ mẹ người ta rồi,11,1,OFFENSIVE,2,0.5577,2,0.785,2,0.9885,0.0058,0.0057,0.9885,False,False,False
Sao già xap xuong lô roi ma len mang chui chi vay that la xau hô,sao già xap xuong lô roi ma len mang chui chi vay that_la xau hô,15,1,OFFENSIVE,2,0.6713,2,0.6651,2,0.9885,0.0075,0.004,0.9885,False,False,False
troi ui con nay do lai cai,troi ui con nay do lai_cai,6,0,CLEAN,1,0.4169,0,0.7793,2,0.9885,0.0076,0.004,0.9885,False,True,False
Đánh chết mẹ nó đi chị để nó mất dạy quá,đánh chết mẹ nó đi chị để nó mất dạy quá,11,1,OFFENSIVE,2,0.6134,2,0.4997,2,0.9884,0.0054,0.0062,0.9884,False,False,False
ad có là con gái dống tui hem,admin có là con gái dống tui hem,8,0,CLEAN,2,0.6561,2,0.7004,2,0.9884,0.0078,0.0038,0.9884,False,False,False
Trung nút vàng bá dơ,trung_nút vàng bá_dơ,3,2,HATE,0,0.6572,0,0.5309,0,0.9884,0.9884,0.0049,0.0067,False,False,False
duanhuaditron là clgt :v,duanhuaditron là clgt vậy,4,1,OFFENSIVE,1,0.8298,0,0.6818,2,0.9884,0.0073,0.0044,0.9884,True,False,False
Tụi m hong học thầy bắn sml 🤣🤣,tụi mày không học thầy bắn sml,7,0,CLEAN,2,0.5863,2,0.6496,2,0.9883,0.008,0.0037,0.9883,False,False,False
Nhìn như con bóng lải cái 🤣,nhìn như con bóng lải cái,6,1,OFFENSIVE,1,0.5636,2,0.6085,2,0.9883,0.0059,0.0058,0.9883,True,False,False
Trường Ronaldo con dân có tiền nó khác dân thường,trường ronaldo con dân có tiền nó khác dân_thường,9,0,CLEAN,2,0.5174,2,0.6074,2,0.9883,0.007,0.0046,0.9883,False,False,False
"Tiếp theo sẽ là sự phân hóa trong nội bộ lãnh đạo Bắc Kinh. Bộ mặt thật của tình ""đồng chí"" lộ diện !",tiếp_theo sẽ là sự phân_hóa trong nội_bộ lãnh_đạo bắc kinh_bộ_mặt thật của tình đồng_chí lộ_diện,15,0,CLEAN,2,0.7917,2,0.7423,2,0.9883,0.0082,0.0035,0.9883,False,False,False
"Nhiều đứa thấy rãnh hơi lắm, làm đủ mọi cách rình rập nhà ngta xong kiểu nó đi ăn trộm mà làm con quan nên thường la làng, nhảy đỏng chứ ko rụt đầu như bọn dân đen. Nhà ngta nói chuyện mà nó cứ văng vẳng chen vào trong khi chả biết nó là ai? Ở đâu? Nói",nhiều đứa thấy rãnh_hơi lắm làm đủ mọi cách rình_rập nhà ngta xong kiểu nó đi ăn_trộm mà làm con quan nên thường la_làng nhảy_đỏng chứ không rụt_đầu như bọn dân đen nhà ngta nói_chuyện mà nó cứ văng_vẳng chen vào trong khi chả biết nó là ai ở đâu nói,51,0,CLEAN,2,0.9902,2,0.7742,2,0.9882,0.007,0.0048,0.9882,False,False,False
"Hôm bữa xin lỗi, tôi nói con này khóc là nước mắt cá sấu thôi , nhung anh này giọng nói đâu phải người dân miền Bắc đâu , mà chửi Bắc này Bắc kia , xúc phạm đến vùng miền người ta .",hôm bữa xin_lỗi tôi nói con này khóc là nước_mắt cá_sấu thôi nhung anh này giọng nói đâu phải người_dân miền bắc đâu mà chửi bắc này bắc kia xúc_phạm đến vùng_miền người ta,34,0,CLEAN,2,0.914,2,0.9002,2,0.9882,0.0081,0.0038,0.9882,False,False,False
Đụ kía... cho cây vàng làm đẹp xong ... cái tánh tui hay trêu... xong giận đời lại tháo ra hay gì,đụ kía cho cây vàng làm_đẹp xong cái tánh tui hay trêu xong giận_đời lại tháo ra hay gì,19,0,CLEAN,0,0.7893,1,0.6746,1,0.9881,0.0079,0.9881,0.004,True,False,False
"Nam Đặng đời nó là thế ,lồn mẹ dell thấy có cái lồn gì là vui cả",nam đặng_đời nó là thế lồn mẹ dell thấy có cái lồn gì là vui cả,16,1,OFFENSIVE,2,0.764,2,0.9154,2,0.9881,0.0051,0.0068,0.9881,False,False,False
đcm cười 33 giây,đcm cười 33 giây,4,0,CLEAN,2,0.48,0,0.4295,1,0.9881,0.0088,0.9881,0.0031,False,True,False
Trung đái dầm,trung_đái dầm,2,0,CLEAN,2,0.6999,0,0.5072,2,0.9881,0.0074,0.0045,0.9881,False,True,False
Sống chậm thôi các bácc 🤦🏼‍♀️,sống chậm thôi các bácc,5,0,CLEAN,0,0.9882,0,0.9416,2,0.9881,0.0081,0.0039,0.9881,True,True,False
Duma.nhỏ cà chớn lớn cà khịa @@,duma nhỏ cà_chớn lớn cà_khịa,5,0,CLEAN,1,0.939,1,0.4929,1,0.9881,0.0083,0.9881,0.0036,False,False,False
Diễm Quỳnh gét burn real vãi l,diễm quỳnh_gét burn real vãi l,6,1,OFFENSIVE,0,0.5061,1,0.8609,0,0.9881,0.9881,0.0089,0.003,False,True,False
"hi sinh thầm lặng cho mấy thằng sếp của nó đứng đằng xa, nó cũng có phần chia chát trong đó rồi còn gì bạn ! Tôi muốn cứ 3km lại có 1 trạm bắn tốc độ công khai, hoặc gắn camera. Như thế dân sẽ sợ và tự giác chấp hành hơn. Còn cái thể loại núp lùm ăn tiền thế này ai khen nổi mà đăng bài chia sẻ với cả động viên !",hi_sinh thâ mày lă ng cho mâ y_thă ng sê p cu anh no đư ng đă ng xa no cu ng co_phâ n chia cha tao trong đo rô i co_n gi ba n tôi muô n_cư 3 km la i co 1 tra mày bă n tô c_đô công_khai hoă c gă n camera như thê_dân se sơ_va tư_gia_c châ p ha nh hơn co_n ca i thê_loa i nu p lu_mày ăn tiê_n thê_na_y ai khen nô i ma đăng ba i chia se_vơ i ca_đô ng_viên,90,1,OFFENSIVE,2,0.9965,2,0.9439,2,0.9881,0.0085,0.0034,0.9881,False,False,False
đcm cười 33 giây,đcm cười 33 giây,4,0,CLEAN,2,0.48,0,0.4295,1,0.9881,0.0088,0.9881,0.0031,False,True,False
Emma Nguyen vậy mà ca ngợi bên kia lắm... Về làm lol gì,emma nguyen vậy_mà ca_ngợi bên kia lắm về làm lol gì,11,1,OFFENSIVE,2,0.5713,1,0.6055,2,0.988,0.0072,0.0048,0.988,False,True,False
Súc vật từ nhan sắc đến nhân cách súc phạm loài người quá đy,súc_vật từ nhan_sắc đến nhân_cách súc_phạm loài_người quá đy,9,2,HATE,2,0.6554,2,0.8103,1,0.9879,0.0026,0.9879,0.0095,True,True,False
Danh hiệu nói xạo k ai xứng đáng hơn ngoài trần dần,danh_hiệu nói xạo không ai xứng_đáng hơn ngoài trần dần,10,0,CLEAN,2,0.732,2,0.7011,2,0.9879,0.0071,0.005,0.9879,False,False,False
muốn ckầm kảm,muốn ckầm kảm,3,0,CLEAN,0,0.9594,0,0.7035,1,0.9879,0.0061,0.9879,0.006,True,True,False
Đoàn Trung Hiếu vãi loinmm,đoàn trung_hiếu vãi loinmm,4,1,OFFENSIVE,0,0.8939,0,0.5018,2,0.9878,0.0075,0.0046,0.9878,False,False,False
O ko thây so đsng chông dich ma con tam trang đang .,o không thây so đsng chông dich ma con tam_trang đang,11,0,CLEAN,0,0.3975,0,0.6462,2,0.9878,0.0089,0.0033,0.9878,True,True,False
"Thì kệ QH chứ ,quan tâm đến chuyện tc ngta làm gì",thì kệ qh chứ quan_tâm đến chuyện tc_ngta làm gì,10,0,CLEAN,1,0.8491,0,0.6688,1,0.9878,0.0087,0.9878,0.0034,False,True,False
Nhìn del hỉu j luôn,nhìn del_hỉu gì luôn,4,1,OFFENSIVE,1,0.8105,0,0.7525,0,0.9877,0.9877,0.01,0.0023,True,False,False
thối quá rồi,thối quá rồi,3,0,CLEAN,0,0.5874,0,0.5601,1,0.9877,0.0071,0.9877,0.0052,True,True,False
THƯA NHÀ TIÊN TRI CHO BIẾT KHI NÀO VIỆT NAM SẼ XÓA SỔ TRUNG QUỐC VẬY?,thưa nhà tiên_tri cho biết khi nào việt_nam sẽ xóa sổ trung_quốc vậy,13,2,HATE,0,0.5349,0,0.9381,0,0.9877,0.9877,0.0026,0.0097,False,False,False
"Cần xử tử con thú máu lạnh này vì nếu để nó sống , xã hội sẽ nguy hiểm hơn !",cần xử_tử con thú máu lạnh này vì nếu để nó sống xã_hội sẽ nguy_hiểm hơn,16,1,OFFENSIVE,0,0.5983,1,0.4185,2,0.9876,0.0081,0.0043,0.9876,False,True,False
"Bùi Thịnh qua bên trang comcom mà xem ! mà giờ bọn chúng xóa cả rồi ,làm tuyên giáo thì phải biết nói xuôi lẫn nói ngược bạn à !",bùi_thịnh qua bên trang comcom mà xem mà giờ bọn chúng xóa cả rồi làm tuyên_giáo thì phải_biết nói xuôi_lẫn nói ngược bạn à,24,0,CLEAN,2,0.9784,2,0.8676,2,0.9876,0.0089,0.0035,0.9876,False,False,False
Lợi Nguyễn lâu thì lâu tại nó chém gió nói 10 năm cho ng ta chửi xl,lợi nguyễn_lâu thì lâu tại nó chém_gió nói 10 năm cho ng ta chửi xl,15,1,OFFENSIVE,2,0.8627,1,0.6357,2,0.9876,0.0071,0.0053,0.9876,False,True,False
Nguyễn Trọng Thái ong giám bảo anh tôi sai à ? Sai cc đéo sai 😆,nguyễn_trọng_thái ong giám_bảo anh tôi sai à sai cc đéo sai,11,2,HATE,1,0.5028,1,0.9013,1,0.9875,0.0084,0.9875,0.0041,False,False,False
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,thầy em là phải hơn nhưng ngu hơn ă,9,0,CLEAN,2,0.8665,2,0.5071,2,0.9875,0.0088,0.0037,0.9875,False,False,False
đứng thế lốp nó nổ nó bắn cho cái thì đéo còn bánh mỳ với nước lã mà uống,đứng thế lốp nó nổ nó bắn cho cái thì đéo còn bánh_mỳ với nước_lã mà uống,17,0,CLEAN,1,0.4992,2,0.8119,1,0.9874,0.0089,0.9874,0.0037,False,False,False
Vâng JAV,vâng jav,2,0,CLEAN,0,0.9016,0,0.3737,1,0.9874,0.0078,0.9874,0.0047,True,True,False
Chó vàng đéo cắn để rồi thành cầu 2 chiều à :v đm cái gì đúng cái gì sai phải biết chớ .,chó vàng đéo cắn để rồi thành cầu 2 chiều à vậy đm cái gì đúng cái gì sai phải_biết chớ,21,2,HATE,1,0.6392,2,0.8597,1,0.9873,0.0023,0.9873,0.0104,False,True,False
nhà ai có người làm trong sân bay thì nhục phụ cái,nhà ai có người làm trong sân_bay thì nhục phụ cái,11,2,HATE,1,0.9807,1,0.7989,1,0.9873,0.0088,0.9873,0.0039,False,False,False
Lê Hoàng Trần :V vãi cả lý luận và đổ thừa !VN ta có đảng quang vinh lãnh đạo mà ko khắc phục được mấy cái cỏn con vậy à ?,lê_hoàng_trần vậy vãi cả lý_luận và đổ thừa vn ta có đảng_quang_vinh lãnh_đạo mà không khắc_phục được mấy cái cỏn_con vậy à,22,0,CLEAN,2,0.9831,2,0.8866,2,0.9873,0.0087,0.004,0.9873,False,False,False
không mặt sịp à thầy :DD,không mặt sịp à thầy dd,6,0,CLEAN,2,0.7646,0,0.8248,2,0.9872,0.0082,0.0046,0.9872,False,True,False
"Các ông có làm công ăn lương k?hay hàng tháng cứ đều đặn có thêm nguồn thu nhập khác từ việc nhận hối lộ ,quà biếu?",các ông có làm_công_ăn lương không hay hàng tháng cứ đều_đặn có thêm nguồn thu_nhập khác từ việc nhận hối_lộ quà biếu,22,1,OFFENSIVE,0,0.7256,0,0.9582,0,0.9872,0.9872,0.0046,0.0082,False,False,False
Diệp Bích ái Nguyễn Ái Băng coi Diệp nó láo cá nè Băng🤣🤣🤣,diệp bích_ái nguyễn_ái_băng coi diệp nó láo cá nè băng,10,0,CLEAN,0,0.943,0,0.5538,2,0.9872,0.0093,0.0035,0.9872,True,True,False
về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl,về 572 gia_định mà đòi đất không già mà ngu vãi,11,2,HATE,2,0.5582,1,0.5949,1,0.9872,0.007,0.9872,0.0058,True,False,False
"Người ta đã xin lỗi rồi sao cứ vào nick người ta xem rồi đăng lên chửi hoài,nó chửi thề thì kệ nó,nó chửi mấy người chửi nó chứ đau có dám đem người VN ra chửi nữa đau mà nhào vào chửi nó cả vô duyên thế",ngươ i ta đa xin lô i rô i sao_cư va_o nick ngươ i ta xem rô i đăng lên chư i hoa i_no chư i thê_thi kê no no chư i mâ y_ngươ i chư i no chư đau_co da mày đem ngươ i vn ra chư i nư anh đau ma_nha o va_o chư i no_ca vô_duyên thê,60,1,OFFENSIVE,2,0.8434,2,0.9443,0,0.987,0.987,0.0059,0.0072,False,False,False
200.000 hộp thuốc giết người.,200 0 hộp thuốc giết người,6,1,OFFENSIVE,0,0.8936,0,0.9733,0,0.987,0.987,0.0076,0.0054,False,False,False
Chị Nhung ơiii.... Chị Nhung xem hậu quả của chị Nhung gây ra cho đất nước kìa... Chị Nhung còn bị stesss nữa không ta...??? 🙂🙂🙂,chị nhung ơii chị nhung xem hậu_quả của chị nhung gây ra cho đất_nước kìa chị nhung còn bị stes nữa không ta,23,0,CLEAN,2,0.6159,2,0.8767,2,0.987,0.0094,0.0036,0.987,False,False,False
Toàn cocc làm thôi,toàn cocc làm thôi,4,0,CLEAN,1,0.6926,0,0.6603,1,0.9869,0.0024,0.9869,0.0106,False,True,False
Đảng đã cho ta một mùa xuân đầy thất vọng!,đảng đã cho ta một mùa xuân đầy thất_vọng,9,2,HATE,0,0.8238,0,0.9705,0,0.9869,0.9869,0.0035,0.0096,False,False,False
Con bóng??,con bóng,2,0,CLEAN,1,0.5232,1,0.4281,2,0.9869,0.0069,0.0062,0.9869,False,False,False
Nặng vc 😃,nặng vc,2,0,CLEAN,0,0.5621,1,0.4734,1,0.9869,0.0097,0.9869,0.0034,True,False,False
Bên ngoài là phát triển doanh nghiệp sản xuất ô tô trong nước nhưng bản chất thật sự là ..... Cướp tiền 1 cách công khai để đút vào túi mình.,bên ngoài là phát_triển doanh_nghiệp sản_xuất ô_tô trong nước nhưng bản_chất thật_sự là cướp tiền 1 cách công_khai để đút vào túi mình,23,2,HATE,1,0.484,1,0.6955,1,0.9868,0.0084,0.9868,0.0047,False,False,False
Bạn trẻ ở trên là acc của ad hả :)) nó chửi ad chứ có chửi m đâu kệ mẹ chúg nó đi,bạn trẻ ở trên là acc của admin hả nó chửi_admin chứ có chửi mày đâu kệ mẹ chúg nó đi,21,1,OFFENSIVE,2,0.9884,2,0.852,2,0.9867,0.0097,0.0035,0.9867,False,False,False
Đã nói bao lần rồi các anh các chị có tiền đi du lịch vẫn đ** hiểu à😒,đã nói bao lần rồi các anh các chị có tiền đi du_lịch vẫn đ hiểu à,17,2,HATE,0,0.6675,1,0.4588,0,0.9867,0.9867,0.0099,0.0034,False,False,False
Nhỏ Meo cái đà mất dạy dài hạn thì làm gì. Thời cơ tới rồi 🤣🤣,nhỏ meo cái đà mất dạy dài_hạn thì làm gì thời_cơ tới rồi,13,0,CLEAN,1,0.6371,1,0.616,2,0.9865,0.0089,0.0046,0.9865,False,False,False
Page mùi kinh :v,page mùi kinh vậy,4,0,CLEAN,0,0.6144,0,0.4521,1,0.9865,0.0095,0.9865,0.0039,True,True,False
Nguyễn Thuận ca sĩ ra bài fan ý kiến chứ clg căng,nguyễn_thuận ca_sĩ ra bài fan ý_kiến chứ clg căng,9,2,HATE,0,0.4423,1,0.7329,0,0.9864,0.9864,0.0105,0.0031,False,False,False
"nhìn cái mỏ giống cái L quá, cho nên mở miệng ra là L kg hà.",nhìn cái mỏ giống cái l quá cho_nên mở_miệng ra là l không hà,14,2,HATE,1,0.502,2,0.7619,1,0.9863,0.003,0.9863,0.0107,False,True,False
Nguyễn Đông trẻ trâu biết j,nguyễn_đông trẻ trâu biết gì,5,0,CLEAN,2,0.5241,1,0.6512,2,0.9863,0.0093,0.0045,0.9863,False,False,False
Dư Luận Viên là gì ?? Mấy thằng này là ai ? Họ là ngưởi bảo vệ chất độc hã ???,dư_luận_viên là gì mấy thằng này là ai họ là ngưởi bảo_vệ chất_độc hã,14,0,CLEAN,2,0.943,2,0.9676,2,0.9863,0.0099,0.0038,0.9863,False,False,False
Những kẻ cướp ngày đang bênh vực tên trộm đêm :),những kẻ_cướp ngày đang bênh_vực tên trộm đêm,8,1,OFFENSIVE,0,0.9734,0,0.869,0,0.9862,0.9862,0.0062,0.0076,False,False,False
Bat hết cái bọn gây hoang mang dư luận .,bat hết cái bọn gây hoang_mang dư_luận,7,0,CLEAN,2,0.9607,2,0.5171,2,0.9862,0.0064,0.0074,0.9862,False,False,False
già mà non :)),già mà non,3,0,CLEAN,1,0.8728,1,0.5463,1,0.9862,0.0083,0.9862,0.0055,False,False,False
"Loạn rồi, loạn thật rồi ông giáo ạ :))",loạn rồi loạn thật rồi ông giáo ạ,8,1,OFFENSIVE,0,0.8134,0,0.9561,0,0.9861,0.9861,0.0041,0.0097,False,False,False
Ko xin nó thì đái ra mà hết hạn hán nhé,không xin nó thì đái ra mà hết hạn_hán nhé,10,2,HATE,1,0.5151,1,0.6093,1,0.9861,0.0084,0.9861,0.0055,False,False,False
Bất hạnh nhất cuộc đời là ra trường rồi mà bạn vẫn ngu dốt .😔 đáng buồn cho nghành giáo dục,bất_hạnh nhất cuộc_đời là ra trường rồi mà bạn vẫn ngu_dốt đáng buồn cho ngành giáo_dục,16,1,OFFENSIVE,0,0.8272,0,0.9305,2,0.9861,0.0098,0.0041,0.9861,False,False,False
Nguyễn Đình Tuyên lạc hậu quá nhỉ,nguyễn_đình tuyên_lạc_hậu quá nhỉ,4,0,CLEAN,0,0.8995,0,0.5741,2,0.9861,0.01,0.0039,0.9861,True,True,False
"đầu còn lắc được là chưa kẹt nha, mấy anh nói khi nào không nhúc nhích được mới là Kẹc",đầu còn lắc được là chưa kẹt nha mấy anh nói khi nào không nhúc_nhích được mới là kẹc,19,1,OFFENSIVE,0,0.9073,0,0.6811,0,0.986,0.986,0.0045,0.0096,False,False,False
Con lam doan ko chi,con lam_doan không chi,4,0,CLEAN,0,0.9622,0,0.6215,2,0.986,0.0104,0.0036,0.986,True,True,False
Chơi ngu thì chịu v 😂,chơi ngu thì chịu vậy,5,0,CLEAN,1,0.4642,1,0.5918,1,0.9859,0.0091,0.9859,0.005,False,False,False
Vay về cho cán bộ xây biệt thự con em đi du học,vay về cho cán_bộ xây biệt_thự con_em đi du_học,9,0,CLEAN,1,0.6497,1,0.4213,1,0.9858,0.0065,0.9858,0.0077,False,False,False
Má nó em tức ghê ớ,má nó em tức ghê_ớ,5,0,CLEAN,1,0.8564,1,0.7022,1,0.9858,0.0108,0.9858,0.0034,False,False,False
"Lý khùng thì có,kk",lý khùng thì có kk,5,0,CLEAN,1,0.9888,1,0.5885,1,0.9858,0.0096,0.9858,0.0046,False,False,False
May bede ma rau thay on,may bede ma rau thay on,6,0,CLEAN,0,0.5688,0,0.705,2,0.9858,0.0095,0.0047,0.9858,True,True,False
Nó có lây qua đường máu đéo đâu,nó có lây qua đường_máu đéo đâu,7,0,CLEAN,2,0.9612,1,0.5036,1,0.9857,0.0111,0.9857,0.0033,False,False,False
từ bỏ thiên đường xhcnvn sang xứ tư bản giãy chết làm culi!😭😹🤣,từ_bỏ thiên_đường xhcnvn sang xứ tư_bản giãy_chết làm culi,9,0,CLEAN,2,0.6759,2,0.6435,2,0.9857,0.0105,0.0037,0.9857,False,False,False
Sau này cố mà thành ông này bà nọ em ạ. Ko làm đc gì là ăn chửi ngập mặt :)),sau_này cố mà thành ông này bà nọ em ạ không làm được gì là ăn_chửi ngập mặt,18,0,CLEAN,0,0.6907,2,0.5575,1,0.9857,0.0094,0.9857,0.0049,True,False,False
Coi muốn cười muốn ỉa luôn z trời đmmmm,coi muốn cười muốn ỉa luôn vậy trời đm,9,0,CLEAN,0,0.6777,0,0.4785,1,0.9857,0.0112,0.9857,0.003,True,True,False
Mẹ làm cx nói k làm cx nói:)) mai đại hội r đấy sủa đi:)),mẹ làm cũng nói không làm cũng nói mai đại_hội rồi đấy sủa đi,14,1,OFFENSIVE,2,0.4889,1,0.466,2,0.9856,0.005,0.0095,0.9856,False,True,False
